"id","name","price","description","url_images","link","rating","sold","created_at","updated_at"
"33","Bluecore BlueMed Obat Antijamur & Antibiotik Ikan - 100ml","24750.00","Blue Med - Cairan Antijamur & Antibiotik Ikan Mengatasi White Spot, Fin Rot, Infeksi Bakteri, dan Jamur
Manfaat Utama BlueCore BlueMed:
1. Mengatasi white spot (Ich), jamur, dan infeksi bakteri pada ikan.
2. Membantu menyembuhkan fin rot (sirip busuk) dan luka akibat bakteri/jamur.
3. Cocok digunakan di kolam ikan konsumsi (lele, nila, gurame, patin) maupun aquarium ikan hias (koi, guppy, koki, dll).
4. Mencegah penyebaran penyakit pada ikan lain.
5. Mudah digunakan, cukup dicampur ke air atau sebagai perendaman.
cara pakai BlueMed:
1. PENGOBATAN UMUM (Langsung di Kolam/Aquarium)
Gunakan 10 mL Bluemed untuk setiap 5 liter air (1 tutup botol = 10 mL)
Aplikasi selama 3 hari berturut-turut
Ganti air 20-30% setiap hari sebelum aplikasi ulang
2. KARANTINA (Wadah Terpisah)
Larutkan 10 mL Bluemed dalam 2 L air steril
Pindahkan ikan ke dalam wadah karantina
Diamkan selama 30 menit setiap hari selama 3 hari berturut-turut","https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/8823f70dd7d84c14876b5fe6a3d6410c~tplv-aphluv4xwc-white-pad-v1:1600:1600.jpeg?lk3s=0ccea506&x-expires=1764217083&x-signature=M%2Fev%2Fcqtam2ekKx6X9MbkSHQjZI%3D&x-signature-webp=ZGq3fs2KZGkCvDz0Zzel1gJRMpM%3D","https://www.tokopedia.com/netafarm/bluecore-bluemed-obat-antijamur-antibiotik-ikan-100ml-1733010762476652239?extParam=src%3Dshop%26whid%3D2158709&aff_unique_id=&channel=others&chain_key=","0","2","2025-11-27 01:18:04","2025-11-27 01:18:04"
"34","Bluecore AquaCure Antibiotik Alami Ikan Hias Dan Konsumsi - 100ml","49500.00","BlueCore AquaCure – Antibiotik Alami Ikan
suplemen ikan serbaguna untuk Gurame, Lele, Nila, Patin, Channa, Cupang, Guppy, hingga Koi. Membantu menyembuhkan infeksi bakteri, virus, dan jamur sekaligus melindungi ikan dari penyakit. Aman digunakan di aquarium maupun kolam tanpa merusak kualitas air.
Atasi bakteri, virus & jamur
Mempercepat pemulihan luka & infeksi
Perlindungan alami untuk ikan hias & konsumsi
Aman untuk berbagai jenis ikan
PETUNJUK PEMAKAIAN
1. DICAMPUR DI KOLAM (UNTUK RECOVERY)
Gunakan 5 ml Aquacure untuk setiap 100 liter air kolam (50 ml/m³ atau 500 ml untuk 10 m³)
Larutkan di air bersih lalu tuangkan ke kolam secara merata
2. DICAMPUR KE PAKAN (DIBIBIS - UNTUK PERLINDUNGAN)
Campurkan 10 ml Aquacure ke 2 liter air
Siramkan ke 2 kg pakan, aduk rata dan diamkan 10-15 menit
Gunakan setiap 3x pemberian pakan
3. DICAMPUR KE PAKAN (DIBIBIS - UNTUK RECOVERY)
Gunakan 10 ml per 2 kg pakan
Berikan 1x setiap hari selama 5 hari berturut-turut","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/f6dcd84429644384ade17afa0369a990~tplv-aphluv4xwc-resize-jpeg:700:0.jpeg?lk3s=0ccea506&x-expires=1764217086&x-signature=QvypS4SNoxT8OUecpTiQDLplySk%3D&x-signature-webp=Vq8JGT9JgUbwUw06GitUy5Gi9Qk%3D","https://www.tokopedia.com/netafarm/bluecore-aquacure-antibiotik-alami-ikan-hias-dan-konsumsi-100ml-1733010388071253711?extParam=whid%3D2158709%26src%3Dshop&aff_unique_id=&channel=others&chain_key=","0","4","2025-11-27 01:18:07","2025-11-27 01:18:07"
"35","Bluecore Probiomax Probiotik Ikan Penstabil Air - 1000ml","75750.00","BlueCore Probiomax adalah probiotik ikan penstabil air kolam dengan tambahan enzim aktif yang efektif sebagai bakteri starter. Membantu mengurai amonia, sisa pakan, dan kotoran ikan sehingga air lebih stabil dan ikan tumbuh sehat. Cocok untuk berbagai jenis ikan: lele, nila, gurame, patin, dan koi. Praktis digunakan pada semua sistem kolam, hasil panen lebih maksimal!
Manfaat Utama BlueCore Probiomax:
1. Menjaga kualitas air kolam tetap jernih & stabil.
2. Mengurai amonia, nitrit, dan bahan organik berbahaya.
3. Menekan risiko penyakit ikan akibat bakteri patogen.
4. Membantu meningkatkan nafsu makan & pertumbuhan ikan.
5. Efektif sebagai starter bakteri kolam baru.
6. Aman digunakan untuk berbagai sistem kolam (bioflok, kolam tanah, beton, maupun terpal).
Kenapa Pilih BlueCore Probiomax?
️ Mengandung probiotik + enzim aktif untuk kinerja maksimal.
️ Hasil nyata: air lebih stabil, ikan lebih sehat, panen lebih menguntungkan.
️ Praktis, cukup ditambahkan ke air atau pakan sesuai dosis.
cara pakai:
A. KOLAM BARU
Gunakan 10 ml Probiomax per 100 liter air kolam (setara 100 ml per 1 m³)
Diamkan selama 7 hari sebelum tebar benih
B. KOLAM SUDAH TERISI IKAN
Gunakan 5 ml Probiomax per 100 liter air (50 ml per 1 m³)
Ulangi setiap 5-7 hari
C. PEMBIBISAN PAKAN
Bibis 10 ml Probiomax ke 3 kg pakan (atau 100 ml ke 30 kg)
Aduk rata, diamkan 10-15 menit
Berikan 1x sehari
Catatan:
10 ml = 1 tutup botol
1 m³ = 1000 liter
Gunakan malam hari untuk hasil optimal","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/c8b603f21611485bb89094447dc71be2~tplv-aphluv4xwc-resize-jpeg:700:0.jpeg?lk3s=0ccea506&x-expires=1764217089&x-signature=EabN7bH8C5OPVTx%2FMEhZA8e5YaI%3D&x-signature-webp=zVPudZWue%2F8ulYSIB0kpp4eI9Kw%3D","https://www.tokopedia.com/netafarm/bluecore-probiomax-probiotik-ikan-penstabil-air-1000ml-1732997804232181455?extParam=src%3Dshop%26whid%3D2158709&aff_unique_id=&channel=others&chain_key=","0","0","2025-11-27 01:18:10","2025-11-27 01:18:10"
"36","Bluecore Probiomax Probiotik Ikan Penstabil Air - 100ml","24750.00","BlueCore Probiomax adalah probiotik ikan penstabil air kolam dengan tambahan enzim aktif yang efektif sebagai bakteri starter. Membantu mengurai amonia, sisa pakan, dan kotoran ikan sehingga air lebih stabil dan ikan tumbuh sehat. Cocok untuk berbagai jenis ikan: lele, nila, gurame, patin, dan koi. Praktis digunakan pada semua sistem kolam, hasil panen lebih maksimal!
Manfaat Utama BlueCore Probiomax:
1. Menjaga kualitas air kolam tetap jernih & stabil.
2. Mengurai amonia, nitrit, dan bahan organik berbahaya.
3. Menekan risiko penyakit ikan akibat bakteri patogen.
4. Membantu meningkatkan nafsu makan & pertumbuhan ikan.
5. Efektif sebagai starter bakteri kolam baru.
6. Aman digunakan untuk berbagai sistem kolam (bioflok, kolam tanah, beton, maupun terpal).
Kenapa Pilih BlueCore Probiomax?
️ Mengandung probiotik + enzim aktif untuk kinerja maksimal.
️ Hasil nyata: air lebih stabil, ikan lebih sehat, panen lebih menguntungkan.
️ Praktis, cukup ditambahkan ke air atau pakan sesuai dosis.
cara pakai:
A. KOLAM BARU
Gunakan 10 ml Probiomax per 100 liter air kolam (setara 100 ml per 1 m³)
Diamkan selama 7 hari sebelum tebar benih
B. KOLAM SUDAH TERISI IKAN
Gunakan 5 ml Probiomax per 100 liter air (50 ml per 1 m³)
Ulangi setiap 5-7 hari
C. PEMBIBISAN PAKAN
Bibis 10 ml Probiomax ke 3 kg pakan (atau 100 ml ke 30 kg)
Aduk rata, diamkan 10-15 menit
Berikan 1x sehari
Catatan:
10 ml = 1 tutup botol
1 m³ = 1000 liter
Gunakan malam hari untuk hasil optimal","https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/8c837e4d0a2d4b4981ed3b053c5331f4~tplv-aphluv4xwc-white-pad-v1:1600:1600.jpeg?lk3s=0ccea506&x-expires=1764217092&x-signature=ZSgTTuv9JJekA4H%2F4iohlcskN8g%3D&x-signature-webp=rjZA4jP7pyygtpkrBLlZsS%2B12zM%3D","https://www.tokopedia.com/netafarm/bluecore-probiomax-probiotik-ikan-penstabil-air-100ml-1732995406500366031?extParam=src%3Dshop%26whid%3D2158709&aff_unique_id=&channel=others&chain_key=","0","0","2025-11-27 01:18:13","2025-11-27 01:18:13"
"37","Pupuk Meroke MAP - Kemasan REPACK 1kg","56500.00","Pupuk Meroke MAP kemasan 1kg, ideal untuk tanaman hortikultura. Kandungan: 12% N-NH4 dan 61% P2O5.
Manfaat Pupuk
Merangsang pembentukan akar dan batang.
Meningkatkan mutu tanaman penghasil daun-daunan.
Merangsang pembentukan bunga.
Spesifikasi
Bentuk kristal, putih bersih.
Nitrogen (N) dan Fosfat (P) larut air.
Kelarutannya di air sangat cepat.
Pilihan TepatMerokeMAP adalah pilihan yang sesuai untuk tanaman hortikultura. Bentuk kristalnya memudahkan larutannya di air.","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/1f5234bb396a4075a716fc080189f5ef~tplv-aphluv4xwc-resize-jpeg:700:0.jpeg?lk3s=0ccea506&x-expires=1764217095&x-signature=l%2FCZ5vyGopH2EzwYsLiZY%2BA1z9c%3D&x-signature-webp=LU65srcd3jDi9HKWQhbRgZ3HQt0%3D","https://www.tokopedia.com/netafarm/pupuk-meroke-map-kemasan-repack-1kg-1732946820897670863?extParam=src%3Dshop%26whid%3D2158709&aff_unique_id=&channel=others&chain_key=","0","0","2025-11-27 01:18:16","2025-11-27 01:18:16"
"38","Pupuk Dasshu Z1000 Perangsang Akar, Tunas, Buah Pupuk Organik Jepang - 500GR","42500.00","Dasshu Z1000 adalah pupuk organik asal Jepang yang berfungsi untuk mempercepat pertumbuhan, memperkuat akar, serta meningkatkan hasil panen pada berbagai jenis tanaman, termasuk hortikultura, sayuran, buah-buahan, dan tanaman hias. Pupuk ini bekerja dengan cara meningkatkan regenerasi tanaman, penyerapan nutrisi, dan kemampuan fotosintesis. 
Fungsi utama:
Merangsang pertumbuhan akar, tunas, bunga, dan buah. 
Memperkuat dan mempercepat pertumbuhan tanaman secara keseluruhan. 
Meningkatkan hasil panen. 
Meningkatkan kualitas tanah, mengurangi keracunan organik dan salinitas. 
Cara kerja:
Meningkatkan proses regenerasi dan penyerapan nutrisi oleh tanaman. 
Menambahkan unsur hara mikro yang diperlukan untuk fotosintesis. 
Meningkatkan efisiensi penggunaan pupuk. 
Jenis tanaman:
Cocok untuk semua jenis tanaman, seperti padi, buah-buahan, sayuran, dan tanaman hias.","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/f66a29bc46f04c7f875a89a9d7cd058e~tplv-aphluv4xwc-resize-jpeg:700:0.jpeg?lk3s=0ccea506&x-expires=1764217098&x-signature=Ythv5zhwK5VtycHZTx3NtmJtBG4%3D&x-signature-webp=ai70yOomTd7Kbq7HUhZtF%2FUKOxA%3D","https://www.tokopedia.com/netafarm/pupuk-dasshu-z1000-perangsang-akar-tunas-buah-pupuk-organik-jepang-500gr-1732946377488238287?extParam=src%3Dshop%26whid%3D2158709&aff_unique_id=&channel=others&chain_key=","0","2","2025-11-27 01:18:19","2025-11-27 01:18:19"
"39","Pupuk Dasshu Z1000 Perangsang Akar, Tunas, Buah Pupuk Organik Jepang - 1000GR","76000.00","Dasshu Z1000 adalah pupuk organik asal Jepang yang berfungsi untuk mempercepat pertumbuhan, memperkuat akar, serta meningkatkan hasil panen pada berbagai jenis tanaman, termasuk hortikultura, sayuran, buah-buahan, dan tanaman hias. Pupuk ini bekerja dengan cara meningkatkan regenerasi tanaman, penyerapan nutrisi, dan kemampuan fotosintesis. 
Fungsi utama:
Merangsang pertumbuhan akar, tunas, bunga, dan buah. 
Memperkuat dan mempercepat pertumbuhan tanaman secara keseluruhan. 
Meningkatkan hasil panen. 
Meningkatkan kualitas tanah, mengurangi keracunan organik dan salinitas. 
Cara kerja:
Meningkatkan proses regenerasi dan penyerapan nutrisi oleh tanaman. 
Menambahkan unsur hara mikro yang diperlukan untuk fotosintesis. 
Meningkatkan efisiensi penggunaan pupuk. 
Jenis tanaman:
Cocok untuk semua jenis tanaman, seperti padi, buah-buahan, sayuran, dan tanaman hias.","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/0c8b9ab76ffc4ae8aba850114b7b1d87~tplv-aphluv4xwc-resize-jpeg:700:0.jpeg?lk3s=0ccea506&x-expires=1764217101&x-signature=mx9LEyO00IcxzFnxXs4vfIGQu3o%3D&x-signature-webp=RUeZsdgsk6nUBdJXBUPAUs%2FBxZY%3D","https://www.tokopedia.com/netafarm/pupuk-dasshu-z1000-perangsang-akar-tunas-buah-pupuk-organik-jepang-1000gr-1732946297229313743?extParam=src%3Dshop%26whid%3D2158709&aff_unique_id=&channel=others&chain_key=","0","2","2025-11-27 01:18:22","2025-11-27 01:18:22"
"40","PUPUK MEROKE VITAFLEX REPACK - 500gr","122500.00","Meroke VITAFLEX adalah pupuk mikro majemuk dengan spesifikasi: Fe (DPTA) 7,50%, Mn (EDTA) 1,50%, Zn (EDTA) 1,65%, Cu (EDTA) 1,60%, Boron (B) 1,00%, Molybdenum (Mo) 0,25%. Fungsi boron dalam pembentukan bunga, germinasi serbuk sari, dan pembentukan buah.
Fungsi Utama
Boron (B): Membantu pembentukan bunga, germinasi, dan pembentukan buah.
Timbal (Cu): Dukung fotosintesis, pembentukan bunga dan biji, serta sintesis lignin.
Besi (Fe): Membantu produksi klorofil dan fotosintesis.
Mangan (Mn): Sintesis karbohidrat, produksi klorofil, dan sintesis lignin.
Molibdenum (Mo): Pemanfaatan nitrogen.
Zink (Zn): Membantu perkembangan akar dan pertumbuhan tanaman.
Keuntungan
Hara mikro lengkap dengan formulasi khusus, bahan-bahan baku terbaik berbentuk kelat DTPA & EDTA.
100% larut sempurna dalam air, cocok untuk nutrisi hidroponik.
Dipakai di sistem pertanian tradisional hingga hidroponik.","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/6ee1369df5324c498434d8ff187413f8~tplv-aphluv4xwc-white-pad-v1:1600:1600.jpeg?lk3s=0ccea506&x-expires=1764217104&x-signature=sdUU970WFN%2BAz1U40%2B%2B01chAdmQ%3D&x-signature-webp=ZOFQKNzgMhs3h8keWlVSXQDAI7g%3D","https://www.tokopedia.com/netafarm/pupuk-meroke-vitaflex-repack-500gr-1732946231115089615?extParam=src%3Dshop%26whid%3D2158709&aff_unique_id=&channel=others&chain_key=","0","1","2025-11-27 01:18:25","2025-11-27 01:18:25"
"41","Larutan Kalibrasi TDS 1382ppm - 75ml","15500.00","TDS Calibration Solution 1382 ppm adalah larutan standar (standar referensi) yang digunakan untuk mengkalibrasi alat ukur TDS meter (Total Dissolved Solids meter) agar hasil pengukuran kadar zat terlarut dalam air tetap akurat.
Fungsi TDS Calibration Solution
Mengembalikan akurasi alat TDS meter Seiring waktu, sensor TDS meter bisa mengalami pergeseran (drift) akibat penggunaan, suhu, atau kotoran.
Menjamin hasil pengukuran konsisten Dengan kalibrasi rutin, kamu bisa memastikan setiap pengukuran air memiliki hasil yang bisa dipercaya.
Menyesuaikan alat dengan standar internasional Setiap larutan kalibrasi memiliki nilai ppm tertentu yang sudah ditentukan dan digunakan secara global.","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/76aced4950b34e519310cba452773e8b~tplv-aphluv4xwc-white-pad-v1:1600:1600.jpeg?lk3s=0ccea506&x-expires=1764217107&x-signature=b73HSGRr2H51R1lSADWhOUxbJ3k%3D&x-signature-webp=dpNUMPSwkl0wnxoBNTG9XxDntp0%3D","https://www.tokopedia.com/netafarm/larutan-kalibrasi-tds-1382ppm-75ml-1732856909938132687?extParam=src%3Dshop%26whid%3D2158709&aff_unique_id=&channel=others&chain_key=","0","0","2025-11-27 01:18:28","2025-11-27 01:18:28"
"42","PUPUK CAIR B-1 SADAYA INDO FERTILIZER 100ML - 1PCS","17500.00","Solusi untuk bahhan pendorong - pertumbuhan, terrmasuk vitamin B1, bahan yang serupa dengan hormon (dan pengatur pertumbuhan tanaman), organic yucca extract, Chelated Iron dan Phosphoric Acid. difomulasikan secara ilmiah untuk mendorong pertumbuhan akar dan mengurangi kejutan karena pemindahan tanaman. Suatu solusi yang efektif untuk digunakan untuk semua jenis tanaman pindahan, termasuk tanaman hias, tanaman bedeng, tanaman perdu dan berbagai jenis bunga mawar","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/7298901c14eb45f588899f723d445179~tplv-aphluv4xwc-white-pad-v1:1600:1600.jpeg?lk3s=0ccea506&x-expires=1764217110&x-signature=faajHzkqZbPJwoRTvHomBUJNrjE%3D&x-signature-webp=ITTzb%2FuBNuUpPYHTmzfgHDOezpM%3D","https://www.tokopedia.com/netafarm/pupuk-cair-b-1-sadaya-indo-fertilizer-100ml-1pcs-1732803715024520911?extParam=src%3Dshop%26whid%3D2158709&aff_unique_id=&channel=others&chain_key=","0","0","2025-11-27 01:18:31","2025-11-27 01:18:31"
"43","INSEKTISIDA KURATERBANG PEMBASMI ANEKA SERANGGA 2KG - 1 PCS","43000.00","Mode Kerja & Cara Aksi
Bersifat sistemik, serta memiliki efek racun kontak dan lambung. Artinya, insektisida ini bekerja jika serangga makan bagian tanaman yang sudah terpapar bahan atau terkena langsung, dan juga bisa meresap ke tanaman/medium tanaman agar serangga yang memakan bagian tanaman mendapat racun tersebut. Karena berbentuk butiran, pemakaian Kuraterbang biasanya dengan penaburan pada tanah di lahan persawahan.
Dosis & Cara Pemakaian
-Dosis yang dianjurkan: 17 kg/ha baik untuk lalat daun, penggerek batang, maupun wereng batang coklat pada tanaman padi. 
-Waktu aplikasi: ketika populasi / intensitas serangan hama sudah mencapai ambang pengendalian yang disyaratkan di daerah setempat. Artinya, tidak harus dipakai secara rutin bila hama belum banyak, agar biaya dan dampak negatif bisa dikendalikan. 
Cara aplikasi: taburkan butiran insektisida ke tanah di sawah. Pastikan distribusi butiran merata agar efektif.
Kelebihan & Keterbatasan
-Kelebihan
Efektif terhadap hama-penting di padi: lalat daun, penggerek batang, dan wereng, yang sering menjadi kendala utama produksi. 
Bentuk butiran yang ditaburkan di tanah: memungkinkan bahan aktif tetap ada di medium, sehingga hama yang menempel atau makan dari tanaman bisa terpapar.
Karena termasuk insektisida sistemik, efek bisa lebih tahan dibanding yang hanya kontak saja bila digunakan dengan benar.
Keterbatasan / Risiko
-Toksisitas tinggi: Karbofuran adalah bahan aktif yang termasuk dalam golongan bahan kimia berbahaya, memiliki efek toksik jika tertelan, terhirup, atau kontak langsung. Perlunya penggunaan alat pelindung diri (APD) dan kehati-hatian tinggi dalam aplikasi.
-Risiko keracunan bagi manusia, hewan (terutama mamalia), dan organisme bukan target jika pemakaian atau sisa residu tidak dikendalikan.
-Potensi pencemaran lingkungan: butiran bisa terbawa aliran air, atau efek samping terhadap organisme tanah dan air.
-Penggunaan harus sesuai dengan label dan regulasi: ambang ekonomi, waktu aplikasi, dosis yang tepat harus diperhatikan agar tidak membahayakan dan tidak menyebabkan resistensi hama.","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/b2da22f2e96442e994e73be28f1ca2b4~tplv-aphluv4xwc-resize-jpeg:700:0.jpeg?lk3s=0ccea506&x-expires=1764217113&x-signature=1l7Yj12rlyfXfh45KJAyCQt4IHI%3D&x-signature-webp=%2FW86gF9Mgl1NwcXr3QfSK%2FSu5BQ%3D","https://www.tokopedia.com/netafarm/insektisida-kuraterbang-pembasmi-aneka-serangga-2kg-1-pcs-1732800687294809807?extParam=src%3Dshop%26whid%3D2158709&aff_unique_id=&channel=others&chain_key=","0","0","2025-11-27 01:18:34","2025-11-27 01:18:34"
"44","Nutrisi Tanaman & Tanah Asam Humat Humic Acid HUMIGROW - 500g","41500.00","Apa itu Asam Humat / Humic Acid & Hubungannya dengan Humigrow
Asam humat (humic acid) merupakan bagian dari kelompok senyawa humus (humic substances) yang terbentuk dari pelapukan bahan organik (resta tumbuhan/makhluk hidup) melalui proses humifikasi. 
Komponen utama humic substances meliputi:
Asam humat — larut dalam larutan basa (alkali), tetapi tidak larut pada pH sangat asam
Asam fulvat — larut dalam semua kondisi pH
Humin — fraksi yang tidak larut dalam air pada semua pH
Kandungan dan sifat kimia dari asam humat dapat bervariasi tergantung pada sumbernya (misalnya leonardit, gambut, kompos tua) dan proses ekstraksi. 
Produk Humigrow tampaknya adalah salah satu merk atau produk yang berbasis asam humat sebagai bahan inti atau salah satu komponen aktifnya. Misalnya, di salah satu toko pertanian disebut: “Humigrow merupakan pupuk organik berbasis asam humat yang difungsikan untuk memperbaiki kesuburan tanah melalui perbaikan sifat fisik, kimia dan biologi tanah.” 
Dalam deskripsi produk di marketplace, Humigrow dijual dalam bentuk bubuk (500 gram) sebagai “asam humat / pupuk organik pembenah tanah”. 
Jadi, “Humigrow” kemungkinan adalah produk asam humat / humat larut air, mungkin dalam bentuk bubuk atau cair, yang ditambahkan zat-penunjang (fulvat, vitamin, asam amino)","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/6e30d62be0ad45248a304f898ff82743~tplv-aphluv4xwc-white-pad-v1:1600:1600.jpeg?lk3s=0ccea506&x-expires=1764217117&x-signature=MRQHPUPUDBXwXRHOkNShL9K%2B9M8%3D&x-signature-webp=mkfyjziWtv5Jo1%2FzO%2BW9v%2Bn9zoI%3D","https://www.tokopedia.com/netafarm/nutrisi-tanaman-tanah-asam-humat-humic-acid-humigrow-500g-1732800456838514383?extParam=src%3Dshop%26whid%3D2158709&aff_unique_id=&channel=others&chain_key=","0","2","2025-11-27 01:18:38","2025-11-27 01:18:38"
"45","HERBISIDA CBA-6 865 SL PEMBASMI ANEKA GULMA - 200 ML","18139.00","Mode Kerja & Karakteristik Aksi
Karena sistemik, herbisida ini diserap melalui daun dan kemudian tersebar ke bagian tanaman gulma, sehingga tidak hanya bagian yang tersemprot saja yang mati. 
Sebagai herbisida pra-tumbuh dan purna-tumbuh, ia bisa diaplikasikan sebelum gulma muncul atau setelah gulma muncul, tergantung kebutuhan pengendalian. 
Efektivitasnya sangat bergantung pada kontak yang baik dengan daun gulma, kondisi tanaman/gulma aktif metabolisme, dan kondisi cuaca (hindari hujan segera setelah aplikasi).
Kelebihan:
Versatil sebagai herbisida pra-tumbuh dan purna-tumbuh — bisa fleksibel digunakan pada berbagai tahap gulma.
Spektrum sasaran jelas: efektif untuk gulma berdaun lebar di tanaman pertanian penting (tebu, padi, jagung).
karena kandungan 2,4-D tinggi (865 g/L), produk ini tergolong kuat terhadap gulma sasaran jika digunakan dengan benar.
Produk dari produsen lokal (CBA) sehingga lebih mudah didapat di pasar nasional.","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/3776b5e9afcf4b2a9d4b728456461684~tplv-aphluv4xwc-white-pad-v1:1600:1600.jpeg?lk3s=0ccea506&x-expires=1764217120&x-signature=1nYQrDkosGCzWF3W%2FovvA5az0D4%3D&x-signature-webp=Nwb7VrpwDvyF1L4GtURlAcxdZ9A%3D","https://www.tokopedia.com/netafarm/herbisida-cba-6-865-sl-pembasmi-aneka-gulma-200-ml-1732793936398026447?extParam=src%3Dshop%26whid%3D2158709&aff_unique_id=&channel=others&chain_key=","0","0","2025-11-27 01:18:41","2025-11-27 01:18:41"
"46","HERBISIDA CBA-6 865 SL PEMBASMI ANEKA GULMA - 400 ML","33271.00","Mode Kerja & Karakteristik Aksi
-Karena sistemik, herbisida ini diserap melalui daun dan kemudian tersebar ke bagian tanaman gulma, sehingga tidak hanya bagian yang tersemprot saja yang mati. 
-Sebagai herbisida pra-tumbuh dan purna-tumbuh, ia bisa diaplikasikan sebelum gulma muncul atau setelah gulma muncul, tergantung kebutuhan pengendalian. 
-Efektivitasnya sangat bergantung pada kontak yang baik dengan daun gulma, kondisi tanaman/gulma aktif metabolisme, dan kondisi cuaca (hindari hujan segera setelah aplikasi).
Kelebihan:
Versatil sebagai herbisida pra-tumbuh dan purna-tumbuh — bisa fleksibel digunakan pada berbagai tahap gulma.
Spektrum sasaran jelas: efektif untuk gulma berdaun lebar di tanaman pertanian penting (tebu, padi, jagung).
Karena kandungan 2,4-D tinggi (865 g/L), produk ini tergolong kuat terhadap gulma sasaran jika digunakan dengan benar.
Produk dari produsen lokal (CBA) sehingga lebih mudah didapat di pasar nasional.","https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/98bd974000ab45019531109d7e348751~tplv-aphluv4xwc-white-pad-v1:1600:1600.jpeg?lk3s=0ccea506&x-expires=1764217124&x-signature=qXs9iUKDLsr1Hcg%2FKJgFotAlHFQ%3D&x-signature-webp=fNa8dkMww2xkMk7elUX6GMlXvDs%3D","https://www.tokopedia.com/netafarm/herbisida-cba-6-865-sl-pembasmi-aneka-gulma-400-ml-1732793774090127055?extParam=src%3Dshop%26whid%3D2158709&aff_unique_id=&channel=others&chain_key=","0","0","2025-11-27 01:18:45","2025-11-27 01:18:45"
"47","HERBISIDA CBA-6 865 SL PEMBASMI ANEKA GULMA - 1 LITER","80268.00","Mode Kerja & Karakteristik Aksi
Karena sistemik, herbisida ini diserap melalui daun dan kemudian tersebar ke bagian tanaman gulma, sehingga tidak hanya bagian yang tersemprot saja yang mati. 
Sebagai herbisida pra-tumbuh dan purna-tumbuh, ia bisa diaplikasikan sebelum gulma muncul atau setelah gulma muncul, tergantung kebutuhan pengendalian. 
Efektivitasnya sangat bergantung pada kontak yang baik dengan daun gulma, kondisi tanaman/gulma aktif metabolisme, dan kondisi cuaca (hindari hujan segera setelah aplikasi).
Kelebihan:
-Versatil sebagai herbisida pra-tumbuh dan purna-tumbuh — bisa fleksibel digunakan pada berbagai tahap gulma.
-Spektrum sasaran jelas: efektif untuk gulma berdaun lebar di tanaman pertanian penting (tebu, padi, jagung).
-Karena kandungan 2,4-D tinggi (865 g/L), produk ini tergolong kuat terhadap gulma sasaran jika digunakan dengan benar.
Produk dari produsen lokal (CBA) sehingga lebih mudah didapat di pasar nasional.","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/16d514cc8dc94dbd9b9dbf6b24c2fa1c~tplv-aphluv4xwc-white-pad-v1:1600:1600.jpeg?lk3s=0ccea506&x-expires=1764217127&x-signature=H9IfpfHVcMY8h2UxLVmqWnENLvQ%3D&x-signature-webp=yuL8oUnLoWV6GibfYLcDD2ICALo%3D","https://www.tokopedia.com/netafarm/herbisida-cba-6-865-sl-pembasmi-aneka-gulma-1-liter-1732793499293746895?extParam=whid%3D2158709%26src%3Dshop&aff_unique_id=&channel=others&chain_key=","3","12","2025-11-27 01:18:48","2025-11-27 01:18:48"
