"id","id_user","chat","bot_response","session_key","created_at","updated_at"
"11","80","Apakah ada diskon hari ini?","Produk ready stock dan siap dikirim.","2025-11-27","2025-12-16 16:04:14","2025-12-16 16:04:14"
"12","136","Produk ini original?","Silakan jelaskan pertanyaan Anda lebih detail.","2025-12-08","2025-12-16 16:04:14","2025-12-16 16:04:14"
"13","214","promo murah klik link","Maaf, saya belum memahami maksud Anda.","2025-12-11","2025-12-16 16:04:14","2025-12-16 16:04:14"
"14","277","kok gitu ya wkwkwk","Maaf, saya belum memahami maksud Anda.","2025-11-23","2025-12-16 16:04:14","2025-12-16 16:04:14"
"15","130","Apakah ada diskon hari ini?","Maaf, saya belum memahami maksud Anda.","2025-11-24","2025-12-16 16:04:14","2025-12-16 16:04:14"
"16","272","stok msih ad?","Produk ready stock dan siap dikirim.","2025-11-18","2025-12-16 16:04:14","2025-12-16 16:04:14"
"17","189","Kirimnya lama gak?","Estimasi pengiriman 2–4 hari kerja.","2025-11-27","2025-12-16 16:04:14","2025-12-16 16:04:14"
"18","196","chat ini di auto ya?","Produk ready stock dan siap dikirim.","2025-12-10","2025-12-16 16:04:14","2025-12-16 16:04:14"
"19","110","stok msih ad?","Maaf, saya belum memahami maksud Anda.","2025-12-04","2025-12-16 16:04:14","2025-12-16 16:04:14"
"20","227","Stok masih tersedia?","Maaf, saya belum memahami maksud Anda.","2025-12-06","2025-12-16 16:04:14","2025-12-16 16:04:14"
"21","146","Bisa cod?","Silakan cek deskripsi produk untuk informasi lengkap.","2025-11-17","2025-12-16 16:04:14","2025-12-16 16:04:14"
"22","88","Apakah bisa COD?","Terima kasih telah menghubungi kami.","2025-12-09","2025-12-16 16:04:14","2025-12-16 16:04:14"
"23","173","diskon besar besaran!!!","Produk ini original dan bergaransi resmi.","2025-11-21","2025-12-16 16:04:14","2025-12-16 16:04:14"
"24","285","diskon besar besaran!!!","Mohon ketikkan pertanyaan yang lebih jelas.","2025-12-07","2025-12-16 16:04:15","2025-12-16 16:04:15"
"25","30","promo murah klik link","Saat ini tersedia promo terbatas.","2025-11-16","2025-12-16 16:04:15","2025-12-16 16:04:15"
"26","291","!!! ??? ###","Maaf, saya belum memahami maksud Anda.","2025-11-27","2025-12-16 16:04:15","2025-12-16 16:04:15"
"27","137","Apakah ada diskon hari ini?","Maaf, saya belum memahami maksud Anda.","2025-11-25","2025-12-16 16:04:15","2025-12-16 16:04:15"
"28","239","Ada promo gak?","Maaf, saya belum memahami maksud Anda.","2025-11-25","2025-12-16 16:04:15","2025-12-16 16:04:15"
"29","162","kirmn brp hr?","Silakan jelaskan pertanyaan Anda lebih detail.","2025-12-01","2025-12-16 16:04:15","2025-12-16 16:04:15"
